Fecha reserva,Hora reserva,Nº personas,Estado reserva,Servicio,Canal,Comensal ref
02/05/2026,18:15,8,confirmada,cena,app,Cliente 9560
21/06/2026,16:15,7,confirmada,comida,app,Cliente 9561
23/07/2025,18:15,4,no_show,cena,app,Cliente 9562
19/10/2025,20:00,6,completada,cena,telefono,Cliente 9563
01/07/2025,14:45,3,completada,cena,web,Cliente 9564
15/05/2026,21:00,4,confirmada,comida,web,Cliente 9565
10/10/2025,14:30,7,no_show,cena,app,Cliente 9566
30/09/2025,16:15,7,no_show,comida,walkin,Cliente 9567
01/01/2025,15:45,5,confirmada,comida,walkin,Cliente 9568
04/05/2025,14:30,5,cancelada,comida,walkin,Cliente 9569
08/03/2026,17:15,1,confirmada,cena,app,Cliente 9570
05/10/2025,14:00,7,completada,comida,web,Cliente 9571
15/05/2025,14:30,3,no_show,cena,app,Cliente 9572
10/03/2026,17:45,2,cancelada,cena,telefono,Cliente 9573
29/07/2025,20:00,8,completada,comida,web,Cliente 9574
01/03/2025,22:15,1,cancelada,comida,app,Cliente 9575
28/07/2025,20:30,7,no_show,comida,walkin,Cliente 9576
07/07/2025,13:45,6,confirmada,comida,walkin,Cliente 9577
04/09/2025,20:00,6,cancelada,cena,app,Cliente 9578
06/02/2026,21:00,3,completada,comida,web,Cliente 9579
02/08/2025,18:30,3,completada,comida,telefono,Cliente 9580
13/02/2026,16:15,6,no_show,comida,walkin,Cliente 9581
27/02/2025,21:45,7,completada,comida,web,Cliente 9582
15/12/2025,14:00,4,confirmada,cena,app,Cliente 9583
29/10/2025,22:30,1,confirmada,cena,web,Cliente 9584
27/01/2026,22:00,7,completada,comida,app,Cliente 9585
12/02/2025,13:15,6,confirmada,comida,walkin,Cliente 9586
02/09/2025,18:15,3,completada,comida,telefono,Cliente 9587
03/05/2025,13:45,4,completada,comida,web,Cliente 9588
30/03/2025,14:15,8,completada,comida,walkin,Cliente 9589
26/03/2025,16:30,1,cancelada,cena,web,Cliente 9590
30/06/2026,15:15,4,confirmada,comida,walkin,Cliente 9591
01/11/2025,14:45,2,completada,comida,walkin,Cliente 9592
02/12/2025,19:30,3,completada,cena,web,Cliente 9593
27/05/2026,20:30,8,completada,comida,app,Cliente 9594
02/01/2025,13:45,7,completada,comida,web,Cliente 9595
19/12/2025,14:45,6,completada,cena,web,Cliente 9596
08/01/2026,19:45,8,completada,comida,web,Cliente 9597
01/01/2025,17:00,5,completada,comida,telefono,Cliente 9598
24/04/2025,23:15,5,no_show,cena,telefono,Cliente 9599
24/09/2025,21:45,6,no_show,cena,app,Cliente 9600
17/02/2025,22:00,1,completada,comida,telefono,Cliente 9601
24/08/2025,20:15,1,completada,comida,web,Cliente 9602
19/07/2025,18:30,4,cancelada,comida,web,Cliente 9603
23/06/2026,20:45,4,completada,comida,app,Cliente 9604
29/01/2026,18:15,7,completada,comida,web,Cliente 9605
19/03/2026,15:30,3,completada,cena,app,Cliente 9606
22/06/2025,21:45,1,completada,comida,walkin,Cliente 9607
18/08/2025,18:45,5,completada,cena,web,Cliente 9608
08/08/2025,18:30,7,cancelada,comida,telefono,Cliente 9609
19/08/2025,18:15,5,completada,cena,walkin,Cliente 9610
18/02/2025,22:00,1,confirmada,cena,walkin,Cliente 9611
10/01/2026,17:00,4,completada,comida,walkin,Cliente 9612
11/11/2025,16:30,6,confirmada,cena,web,Cliente 9613
29/03/2025,23:30,4,confirmada,cena,walkin,Cliente 9614
05/02/2025,21:45,4,completada,cena,app,Cliente 9615
15/06/2026,18:00,4,confirmada,comida,app,Cliente 9616
19/03/2025,23:30,5,confirmada,cena,web,Cliente 9617
24/03/2026,20:45,1,no_show,cena,app,Cliente 9618
05/02/2025,19:45,2,completada,cena,walkin,Cliente 9619
17/10/2025,21:00,7,cancelada,comida,web,Cliente 9620
04/01/2026,15:00,8,completada,cena,web,Cliente 9621
13/04/2026,20:00,1,confirmada,comida,walkin,Cliente 9622
02/04/2026,21:15,8,confirmada,cena,app,Cliente 9623
28/02/2026,22:00,8,confirmada,comida,telefono,Cliente 9624
08/09/2025,13:15,1,completada,comida,walkin,Cliente 9625
30/07/2025,23:00,1,no_show,cena,walkin,Cliente 9626
12/05/2025,21:30,2,completada,comida,app,Cliente 9627
31/10/2025,16:15,2,cancelada,cena,telefono,Cliente 9628
10/05/2025,23:30,7,completada,comida,walkin,Cliente 9629
01/07/2025,18:45,2,completada,comida,telefono,Cliente 9630
10/02/2026,19:30,1,confirmada,cena,walkin,Cliente 9631
06/11/2025,20:45,7,no_show,comida,web,Cliente 9632
26/02/2026,20:45,1,completada,cena,app,Cliente 9633
28/03/2026,17:30,1,completada,comida,telefono,Cliente 9634
23/05/2025,20:30,2,completada,comida,web,Cliente 9635
27/12/2025,21:00,4,no_show,cena,telefono,Cliente 9636
16/11/2025,22:45,1,completada,comida,web,Cliente 9637
06/04/2025,20:15,7,cancelada,cena,walkin,Cliente 9638
02/05/2025,23:30,3,confirmada,cena,walkin,Cliente 9639
13/05/2025,13:45,4,confirmada,comida,telefono,Cliente 9640
04/04/2026,23:00,5,cancelada,cena,walkin,Cliente 9641
15/05/2026,20:15,8,completada,comida,app,Cliente 9642
29/05/2025,21:15,4,confirmada,cena,app,Cliente 9643
16/05/2025,14:30,5,no_show,cena,app,Cliente 9644
08/05/2026,15:00,3,cancelada,comida,telefono,Cliente 9645
05/01/2025,15:00,1,cancelada,comida,app,Cliente 9646
28/01/2026,14:00,1,confirmada,comida,app,Cliente 9647
21/12/2025,15:45,2,cancelada,cena,app,Cliente 9648
20/05/2025,20:00,6,no_show,cena,app,Cliente 9649
23/06/2026,15:15,5,cancelada,comida,web,Cliente 9650
11/02/2025,13:15,4,cancelada,cena,web,Cliente 9651
01/04/2025,21:45,2,no_show,comida,app,Cliente 9652
11/05/2025,23:00,5,cancelada,cena,web,Cliente 9653
05/04/2026,20:00,5,confirmada,comida,telefono,Cliente 9654
08/08/2025,16:00,8,no_show,comida,walkin,Cliente 9655
14/06/2026,21:15,2,completada,cena,walkin,Cliente 9656
27/02/2025,15:30,6,no_show,comida,walkin,Cliente 9657
31/01/2025,23:30,3,cancelada,comida,telefono,Cliente 9658
15/09/2025,20:00,1,confirmada,cena,web,Cliente 9659
16/11/2025,14:15,8,confirmada,comida,app,Cliente 9660
25/03/2025,19:15,6,no_show,cena,app,Cliente 9661
06/07/2025,13:30,7,completada,comida,telefono,Cliente 9662
01/01/2025,14:00,7,no_show,cena,telefono,Cliente 9663
14/02/2025,18:30,7,cancelada,comida,walkin,Cliente 9664
11/01/2026,21:30,3,completada,cena,web,Cliente 9665
07/08/2025,23:00,4,confirmada,comida,telefono,Cliente 9666
13/02/2026,20:45,2,confirmada,cena,telefono,Cliente 9667
22/06/2025,22:30,5,completada,comida,walkin,Cliente 9668
18/04/2025,18:15,5,cancelada,comida,app,Cliente 9669
23/04/2025,14:00,1,cancelada,cena,web,Cliente 9670
06/01/2025,21:15,4,no_show,comida,walkin,Cliente 9671
21/04/2026,19:15,7,cancelada,comida,web,Cliente 9672
27/08/2025,21:30,4,no_show,comida,walkin,Cliente 9673
26/01/2025,19:45,7,confirmada,comida,walkin,Cliente 9674
21/07/2025,22:15,5,completada,cena,walkin,Cliente 9675
20/08/2025,18:30,3,no_show,cena,app,Cliente 9676
02/01/2026,13:45,2,no_show,cena,telefono,Cliente 9677
20/01/2025,14:15,5,confirmada,cena,app,Cliente 9678
21/10/2025,14:15,8,cancelada,comida,telefono,Cliente 9679
10/02/2025,21:15,4,completada,cena,telefono,Cliente 9680
31/01/2025,18:15,4,confirmada,cena,telefono,Cliente 9681
15/01/2025,18:00,8,no_show,comida,app,Cliente 9682
14/01/2025,13:45,1,completada,cena,telefono,Cliente 9683
27/05/2026,17:00,2,no_show,cena,app,Cliente 9684
25/03/2025,15:15,6,confirmada,comida,app,Cliente 9685
29/01/2026,16:00,1,cancelada,comida,web,Cliente 9686
06/10/2025,23:30,3,confirmada,cena,telefono,Cliente 9687
08/02/2026,16:30,6,cancelada,comida,telefono,Cliente 9688
28/03/2026,15:45,1,cancelada,cena,web,Cliente 9689
01/05/2025,23:00,5,no_show,cena,web,Cliente 9690
28/05/2026,20:15,3,completada,comida,telefono,Cliente 9691
18/01/2025,14:15,8,completada,cena,app,Cliente 9692
30/03/2025,18:15,6,completada,comida,app,Cliente 9693
18/05/2025,20:00,4,completada,comida,app,Cliente 9694
28/01/2025,13:30,5,confirmada,cena,telefono,Cliente 9695
03/03/2026,15:45,1,cancelada,cena,app,Cliente 9696
15/09/2025,14:15,7,confirmada,cena,web,Cliente 9697
05/08/2025,18:45,4,no_show,comida,web,Cliente 9698
06/02/2026,21:30,3,completada,comida,walkin,Cliente 9699
20/01/2025,20:00,7,cancelada,cena,walkin,Cliente 9700
25/08/2025,14:15,5,cancelada,comida,telefono,Cliente 9701
11/06/2025,19:45,7,cancelada,comida,web,Cliente 9702
10/06/2025,23:00,4,completada,comida,web,Cliente 9703
10/02/2025,14:15,8,confirmada,comida,app,Cliente 9704
23/05/2026,14:00,3,completada,cena,app,Cliente 9705
15/09/2025,23:30,5,confirmada,comida,telefono,Cliente 9706
06/12/2025,16:30,5,completada,comida,app,Cliente 9707
13/06/2026,23:15,4,confirmada,comida,web,Cliente 9708
21/07/2025,17:30,8,no_show,cena,telefono,Cliente 9709
16/10/2025,16:30,2,confirmada,cena,telefono,Cliente 9710
29/01/2025,17:30,4,completada,cena,walkin,Cliente 9711
05/01/2026,16:15,2,no_show,comida,web,Cliente 9712
09/06/2026,14:45,2,confirmada,cena,app,Cliente 9713
07/03/2026,16:00,8,no_show,cena,telefono,Cliente 9714
20/09/2025,23:15,2,cancelada,comida,app,Cliente 9715
26/12/2025,15:45,8,cancelada,cena,web,Cliente 9716
20/03/2026,19:45,2,confirmada,comida,telefono,Cliente 9717
17/05/2026,17:45,4,no_show,comida,walkin,Cliente 9718
19/06/2026,19:15,7,no_show,cena,telefono,Cliente 9719
28/12/2025,21:00,4,confirmada,cena,walkin,Cliente 9720
24/10/2025,13:00,3,completada,comida,walkin,Cliente 9721
25/02/2026,23:45,2,cancelada,comida,app,Cliente 9722
12/03/2025,20:15,2,completada,comida,walkin,Cliente 9723
28/01/2026,15:00,4,completada,cena,walkin,Cliente 9724
30/12/2025,13:30,8,confirmada,cena,walkin,Cliente 9725
25/07/2025,14:00,3,no_show,comida,walkin,Cliente 9726
03/01/2026,21:00,4,cancelada,cena,walkin,Cliente 9727
03/05/2026,13:30,7,no_show,comida,walkin,Cliente 9728
01/03/2025,21:30,2,cancelada,comida,web,Cliente 9729
04/01/2025,22:15,4,cancelada,comida,app,Cliente 9730
17/06/2026,19:00,1,cancelada,cena,app,Cliente 9731
12/11/2025,16:15,6,cancelada,comida,app,Cliente 9732
07/04/2025,13:30,2,cancelada,cena,web,Cliente 9733
11/01/2025,18:45,7,no_show,comida,app,Cliente 9734
06/01/2026,15:30,7,no_show,cena,telefono,Cliente 9735
10/03/2025,13:30,4,no_show,comida,walkin,Cliente 9736
16/10/2025,23:45,8,completada,cena,walkin,Cliente 9737
31/03/2025,20:00,2,cancelada,cena,telefono,Cliente 9738
23/06/2026,19:45,8,confirmada,comida,telefono,Cliente 9739
13/02/2025,20:00,5,confirmada,comida,web,Cliente 9740
22/03/2025,14:15,4,no_show,cena,walkin,Cliente 9741
19/01/2025,20:15,4,completada,comida,app,Cliente 9742
03/06/2025,17:00,6,cancelada,cena,app,Cliente 9743
27/01/2026,14:45,2,completada,cena,app,Cliente 9744
21/10/2025,21:30,4,no_show,cena,walkin,Cliente 9745
16/06/2026,22:45,5,cancelada,cena,app,Cliente 9746
19/06/2025,19:30,8,cancelada,comida,walkin,Cliente 9747
25/04/2026,15:00,7,cancelada,comida,walkin,Cliente 9748
22/01/2026,13:45,6,confirmada,comida,walkin,Cliente 9749
02/03/2025,15:30,3,no_show,cena,telefono,Cliente 9750
17/07/2025,17:00,4,cancelada,comida,walkin,Cliente 9751
18/02/2026,17:00,8,cancelada,cena,walkin,Cliente 9752
31/08/2025,19:30,5,confirmada,cena,walkin,Cliente 9753
17/03/2026,17:15,5,confirmada,comida,telefono,Cliente 9754
26/01/2026,18:00,5,cancelada,comida,app,Cliente 9755
15/03/2026,23:00,1,no_show,comida,walkin,Cliente 9756
12/01/2026,23:15,4,confirmada,cena,web,Cliente 9757
25/02/2025,21:45,6,no_show,cena,app,Cliente 9758
17/05/2026,23:30,4,no_show,cena,app,Cliente 9759
12/01/2025,21:30,7,confirmada,comida,web,Cliente 9760
16/10/2025,17:15,2,cancelada,comida,web,Cliente 9761
06/08/2025,21:00,4,no_show,comida,web,Cliente 9762
27/06/2025,14:30,4,confirmada,cena,walkin,Cliente 9763
25/05/2025,18:30,3,confirmada,comida,app,Cliente 9764
09/05/2026,15:45,7,confirmada,comida,telefono,Cliente 9765
06/02/2025,21:45,8,completada,cena,app,Cliente 9766
01/06/2026,19:30,6,no_show,cena,app,Cliente 9767
27/02/2026,15:30,6,cancelada,comida,walkin,Cliente 9768
01/01/2026,14:00,8,confirmada,cena,web,Cliente 9769
06/03/2026,22:45,8,confirmada,comida,web,Cliente 9770
03/03/2026,15:00,7,confirmada,cena,app,Cliente 9771
18/08/2025,19:45,7,cancelada,cena,telefono,Cliente 9772
30/05/2025,14:15,4,completada,cena,app,Cliente 9773
09/04/2025,13:15,1,no_show,comida,app,Cliente 9774
11/07/2025,19:45,3,cancelada,comida,app,Cliente 9775
06/08/2025,20:00,3,confirmada,comida,app,Cliente 9776
16/12/2025,21:45,3,no_show,comida,telefono,Cliente 9777
11/09/2025,19:15,3,cancelada,cena,web,Cliente 9778
27/02/2026,20:30,4,completada,cena,app,Cliente 9779
14/06/2025,19:00,2,confirmada,comida,app,Cliente 9780
04/12/2025,13:15,5,cancelada,comida,web,Cliente 9781
17/03/2026,23:45,3,completada,comida,walkin,Cliente 9782
08/03/2026,21:15,8,cancelada,cena,web,Cliente 9783
21/01/2026,23:15,1,confirmada,cena,app,Cliente 9784
13/04/2026,17:00,6,no_show,cena,telefono,Cliente 9785
02/04/2025,23:30,7,no_show,comida,app,Cliente 9786
28/01/2025,17:45,4,completada,comida,walkin,Cliente 9787
07/04/2026,18:45,2,cancelada,comida,app,Cliente 9788
01/02/2025,23:15,3,cancelada,cena,telefono,Cliente 9789
30/09/2025,20:15,4,no_show,cena,web,Cliente 9790
14/02/2026,19:15,5,no_show,cena,web,Cliente 9791
28/04/2026,14:15,2,no_show,comida,telefono,Cliente 9792
01/06/2025,22:15,4,no_show,cena,telefono,Cliente 9793
02/05/2025,17:45,7,completada,cena,web,Cliente 9794
23/06/2026,20:00,7,no_show,comida,app,Cliente 9795
09/06/2025,21:30,6,no_show,comida,telefono,Cliente 9796
13/06/2025,17:45,8,confirmada,cena,web,Cliente 9797
27/03/2026,13:15,4,cancelada,comida,telefono,Cliente 9798
28/01/2026,22:30,8,completada,comida,app,Cliente 9799
13/11/2025,22:30,7,no_show,cena,walkin,Cliente 9800
06/10/2025,14:00,3,completada,comida,app,Cliente 9801
01/01/2026,16:30,4,no_show,comida,telefono,Cliente 9802
31/01/2026,22:00,1,completada,cena,app,Cliente 9803
19/06/2025,19:15,5,completada,comida,app,Cliente 9804
01/04/2026,17:00,1,cancelada,cena,telefono,Cliente 9805
26/04/2025,18:30,3,no_show,comida,walkin,Cliente 9806
09/01/2026,15:30,1,no_show,cena,app,Cliente 9807
30/06/2025,20:45,3,cancelada,cena,web,Cliente 9808
18/05/2026,21:15,1,completada,cena,app,Cliente 9809
18/02/2026,20:15,2,no_show,comida,telefono,Cliente 9810
21/02/2025,22:15,1,cancelada,cena,telefono,Cliente 9811
10/04/2025,13:00,2,confirmada,cena,telefono,Cliente 9812
18/11/2025,19:15,6,completada,cena,web,Cliente 9813
22/11/2025,22:45,7,no_show,comida,app,Cliente 9814
20/03/2026,13:00,1,cancelada,comida,walkin,Cliente 9815
15/12/2025,15:00,8,no_show,comida,telefono,Cliente 9816
04/05/2025,13:45,2,confirmada,comida,app,Cliente 9817
22/06/2025,22:30,1,confirmada,comida,telefono,Cliente 9818
05/10/2025,21:45,6,completada,comida,telefono,Cliente 9819
02/06/2026,13:15,8,no_show,comida,telefono,Cliente 9820
22/07/2025,21:15,8,confirmada,cena,app,Cliente 9821
22/07/2025,15:00,1,confirmada,comida,web,Cliente 9822
27/12/2025,23:45,4,no_show,cena,app,Cliente 9823
06/12/2025,20:45,7,no_show,comida,telefono,Cliente 9824
15/02/2025,23:30,1,no_show,comida,walkin,Cliente 9825
17/08/2025,23:30,2,cancelada,cena,walkin,Cliente 9826
25/04/2025,23:45,3,confirmada,comida,app,Cliente 9827
27/04/2025,22:00,2,confirmada,cena,telefono,Cliente 9828
04/09/2025,13:15,1,confirmada,cena,walkin,Cliente 9829
24/04/2025,20:00,6,completada,cena,app,Cliente 9830
13/01/2026,21:45,5,confirmada,cena,walkin,Cliente 9831
15/06/2026,18:00,2,completada,comida,walkin,Cliente 9832
03/05/2026,14:30,4,cancelada,comida,telefono,Cliente 9833
19/04/2026,22:15,7,cancelada,comida,telefono,Cliente 9834
23/06/2026,19:45,8,no_show,cena,app,Cliente 9835
22/04/2026,13:15,7,cancelada,cena,app,Cliente 9836
09/12/2025,16:45,8,confirmada,cena,walkin,Cliente 9837
31/12/2025,20:00,2,cancelada,cena,walkin,Cliente 9838
30/08/2025,23:30,5,cancelada,comida,walkin,Cliente 9839
10/06/2026,14:00,2,no_show,comida,app,Cliente 9840
24/02/2026,13:00,8,completada,cena,web,Cliente 9841
14/04/2026,18:00,3,cancelada,cena,app,Cliente 9842
17/03/2026,17:30,3,no_show,cena,app,Cliente 9843
03/03/2025,13:00,2,completada,comida,walkin,Cliente 9844
01/04/2025,15:15,4,completada,cena,web,Cliente 9845
22/11/2025,21:15,5,cancelada,comida,app,Cliente 9846
22/02/2025,20:45,3,confirmada,comida,web,Cliente 9847
18/01/2026,13:00,1,no_show,comida,telefono,Cliente 9848
08/01/2026,14:45,3,completada,cena,telefono,Cliente 9849
05/03/2025,23:45,1,no_show,comida,walkin,Cliente 9850
23/03/2026,17:15,3,confirmada,comida,app,Cliente 9851
01/06/2026,18:15,8,completada,cena,web,Cliente 9852
24/01/2025,22:15,6,completada,cena,walkin,Cliente 9853
24/02/2025,21:15,8,cancelada,comida,web,Cliente 9854
06/10/2025,22:30,7,confirmada,comida,walkin,Cliente 9855
02/03/2025,21:30,2,cancelada,comida,walkin,Cliente 9856
25/03/2025,15:00,1,confirmada,comida,web,Cliente 9857
16/05/2026,23:15,6,confirmada,comida,web,Cliente 9858
18/04/2026,16:30,7,no_show,cena,telefono,Cliente 9859
11/04/2026,23:30,4,completada,cena,app,Cliente 9860
19/01/2025,14:15,6,confirmada,comida,web,Cliente 9861
19/06/2026,15:30,4,cancelada,cena,web,Cliente 9862
12/03/2026,23:45,6,no_show,cena,web,Cliente 9863
11/03/2026,19:45,6,completada,cena,app,Cliente 9864
15/10/2025,19:15,3,confirmada,comida,app,Cliente 9865
28/05/2026,14:00,1,cancelada,cena,web,Cliente 9866
15/05/2026,19:00,8,completada,comida,web,Cliente 9867
23/04/2026,18:00,7,no_show,comida,walkin,Cliente 9868
25/09/2025,20:00,3,confirmada,cena,walkin,Cliente 9869
03/11/2025,21:30,8,no_show,cena,web,Cliente 9870
03/06/2025,21:00,8,cancelada,comida,walkin,Cliente 9871
01/01/2026,23:30,5,completada,cena,telefono,Cliente 9872
09/02/2025,13:00,2,cancelada,cena,app,Cliente 9873
08/07/2025,18:15,3,no_show,comida,app,Cliente 9874
27/03/2025,22:15,6,cancelada,cena,web,Cliente 9875
22/05/2026,17:00,4,confirmada,comida,telefono,Cliente 9876
11/12/2025,15:15,8,cancelada,cena,walkin,Cliente 9877
28/02/2026,17:30,6,cancelada,comida,telefono,Cliente 9878
21/11/2025,18:45,4,no_show,cena,telefono,Cliente 9879
13/04/2025,15:45,3,confirmada,cena,web,Cliente 9880
12/09/2025,16:30,4,completada,comida,telefono,Cliente 9881
23/08/2025,14:45,4,confirmada,cena,web,Cliente 9882
05/12/2025,13:00,6,cancelada,cena,app,Cliente 9883
02/01/2025,20:15,7,no_show,comida,telefono,Cliente 9884
27/08/2025,19:45,4,completada,comida,web,Cliente 9885
30/04/2025,22:15,3,cancelada,comida,walkin,Cliente 9886
03/02/2026,19:30,7,confirmada,cena,web,Cliente 9887
05/07/2025,15:45,5,no_show,comida,walkin,Cliente 9888
20/02/2025,17:30,7,completada,comida,app,Cliente 9889
29/08/2025,20:45,2,confirmada,comida,web,Cliente 9890
30/05/2025,22:00,7,completada,cena,app,Cliente 9891
20/01/2026,17:15,2,no_show,cena,telefono,Cliente 9892
15/03/2025,15:45,8,completada,comida,telefono,Cliente 9893
11/04/2026,20:30,2,confirmada,comida,web,Cliente 9894
05/11/2025,20:30,3,cancelada,cena,web,Cliente 9895
06/06/2026,23:00,4,confirmada,comida,web,Cliente 9896
10/11/2025,16:30,8,completada,cena,walkin,Cliente 9897
13/01/2026,19:00,5,no_show,cena,walkin,Cliente 9898
27/07/2025,15:00,8,cancelada,cena,telefono,Cliente 9899
08/05/2025,17:00,3,cancelada,comida,telefono,Cliente 9900
19/10/2025,19:30,5,completada,comida,telefono,Cliente 9901
18/05/2025,19:30,3,cancelada,cena,app,Cliente 9902
16/06/2026,14:30,2,cancelada,comida,telefono,Cliente 9903
03/03/2025,16:15,4,no_show,comida,walkin,Cliente 9904
21/03/2026,13:30,4,confirmada,cena,web,Cliente 9905
12/10/2025,13:30,3,completada,comida,web,Cliente 9906
19/08/2025,18:00,6,completada,cena,telefono,Cliente 9907
27/03/2026,23:45,6,confirmada,comida,telefono,Cliente 9908
29/07/2025,21:45,5,no_show,cena,web,Cliente 9909
05/06/2026,23:00,7,confirmada,comida,walkin,Cliente 9910
04/11/2025,21:45,4,cancelada,cena,telefono,Cliente 9911
18/06/2025,14:00,7,cancelada,cena,app,Cliente 9912
24/04/2026,23:15,5,cancelada,comida,web,Cliente 9913
11/02/2026,15:00,6,confirmada,cena,app,Cliente 9914
16/11/2025,13:15,5,confirmada,cena,telefono,Cliente 9915
11/02/2026,17:00,3,no_show,comida,telefono,Cliente 9916
13/10/2025,18:45,1,no_show,cena,walkin,Cliente 9917
08/10/2025,20:30,8,completada,cena,web,Cliente 9918
04/10/2025,19:15,6,no_show,comida,web,Cliente 9919
27/02/2025,18:15,6,no_show,comida,walkin,Cliente 9920
25/04/2025,22:30,3,completada,cena,walkin,Cliente 9921
02/12/2025,23:15,1,confirmada,comida,web,Cliente 9922
20/12/2025,20:00,1,no_show,cena,app,Cliente 9923
23/02/2025,23:30,7,completada,comida,telefono,Cliente 9924
24/07/2025,21:45,6,cancelada,comida,app,Cliente 9925
18/06/2025,23:45,1,completada,cena,walkin,Cliente 9926
15/02/2026,13:30,8,no_show,cena,app,Cliente 9927
14/08/2025,21:45,2,completada,cena,app,Cliente 9928
05/01/2026,23:30,5,completada,cena,web,Cliente 9929
16/07/2025,17:30,1,no_show,cena,telefono,Cliente 9930
27/04/2025,19:45,4,completada,cena,telefono,Cliente 9931
23/06/2025,13:00,8,no_show,cena,web,Cliente 9932
17/02/2026,13:00,5,confirmada,cena,web,Cliente 9933
01/08/2025,15:30,8,confirmada,cena,web,Cliente 9934
06/03/2026,23:15,5,cancelada,cena,web,Cliente 9935
11/11/2025,23:45,8,completada,cena,app,Cliente 9936
19/04/2025,23:45,3,no_show,comida,walkin,Cliente 9937
02/06/2026,16:45,7,cancelada,comida,walkin,Cliente 9938
11/01/2026,21:30,1,confirmada,cena,telefono,Cliente 9939
06/02/2026,16:00,3,confirmada,cena,telefono,Cliente 9940
26/05/2025,13:00,5,cancelada,cena,web,Cliente 9941
16/05/2025,15:30,3,completada,comida,walkin,Cliente 9942
09/03/2025,13:00,8,cancelada,cena,web,Cliente 9943
18/11/2025,13:30,5,no_show,cena,app,Cliente 9944
26/07/2025,23:15,1,completada,cena,web,Cliente 9945
10/06/2025,22:30,7,completada,comida,walkin,Cliente 9946
09/06/2026,22:45,4,completada,comida,app,Cliente 9947
31/01/2025,21:45,8,no_show,cena,telefono,Cliente 9948
29/11/2025,19:15,2,completada,cena,telefono,Cliente 9949
16/08/2025,19:30,1,completada,comida,walkin,Cliente 9950
24/06/2026,21:00,1,confirmada,comida,web,Cliente 9951
24/06/2025,18:15,6,no_show,comida,walkin,Cliente 9952
24/06/2025,14:15,2,completada,cena,walkin,Cliente 9953
14/11/2025,16:15,3,no_show,comida,walkin,Cliente 9954
07/03/2025,15:30,7,confirmada,cena,walkin,Cliente 9955
21/02/2026,20:30,4,cancelada,comida,web,Cliente 9956
25/06/2026,14:45,5,completada,cena,walkin,Cliente 9957
14/04/2025,15:45,1,no_show,cena,walkin,Cliente 9958
07/02/2025,19:15,5,confirmada,cena,telefono,Cliente 9959
21/01/2025,22:15,8,completada,comida,telefono,Cliente 9960
18/09/2025,20:00,8,no_show,comida,app,Cliente 9961
22/12/2025,21:30,5,cancelada,cena,web,Cliente 9962
09/05/2026,17:30,5,completada,comida,telefono,Cliente 9963
27/05/2025,14:15,6,cancelada,comida,app,Cliente 9964
27/02/2026,14:45,7,completada,comida,web,Cliente 9965
28/06/2025,13:15,5,no_show,cena,walkin,Cliente 9966
23/06/2026,13:00,1,completada,comida,walkin,Cliente 9967
09/08/2025,22:30,2,no_show,comida,telefono,Cliente 9968
27/02/2025,17:45,8,confirmada,comida,walkin,Cliente 9969
30/01/2025,20:00,2,confirmada,comida,web,Cliente 9970
05/07/2025,21:45,5,confirmada,cena,app,Cliente 9971
28/04/2026,21:30,8,confirmada,cena,walkin,Cliente 9972
22/05/2025,22:45,5,completada,cena,walkin,Cliente 9973
23/08/2025,16:45,8,completada,comida,web,Cliente 9974
11/06/2026,14:45,4,completada,comida,app,Cliente 9975
14/12/2025,20:15,4,cancelada,cena,web,Cliente 9976
25/11/2025,17:15,6,confirmada,comida,telefono,Cliente 9977
07/05/2025,20:45,8,no_show,cena,walkin,Cliente 9978
03/03/2025,17:00,8,confirmada,cena,walkin,Cliente 9979
10/01/2025,17:30,6,cancelada,comida,app,Cliente 9980
19/10/2025,19:15,6,completada,cena,app,Cliente 9981
09/03/2026,16:15,6,confirmada,comida,web,Cliente 9982
11/03/2026,15:00,6,confirmada,comida,app,Cliente 9983
27/04/2025,13:45,3,no_show,cena,app,Cliente 9984
16/03/2025,18:00,3,no_show,comida,walkin,Cliente 9985
27/07/2025,21:30,6,confirmada,comida,telefono,Cliente 9986
13/04/2025,19:15,5,confirmada,comida,web,Cliente 9987
03/10/2025,16:00,8,no_show,comida,web,Cliente 9988
01/12/2025,18:15,7,confirmada,comida,telefono,Cliente 9989
01/06/2025,21:15,8,cancelada,cena,walkin,Cliente 9990
20/06/2025,18:00,3,confirmada,cena,web,Cliente 9991
14/04/2026,21:15,5,completada,comida,web,Cliente 9992
19/07/2025,22:00,3,confirmada,comida,walkin,Cliente 9993
09/02/2025,14:15,5,completada,cena,walkin,Cliente 9994
25/06/2025,19:15,4,cancelada,comida,walkin,Cliente 9995
13/03/2025,23:30,1,no_show,cena,walkin,Cliente 9996
12/04/2026,14:15,1,no_show,cena,walkin,Cliente 9997
11/03/2026,17:45,1,completada,cena,web,Cliente 9998
10/10/2025,16:00,5,completada,cena,walkin,Cliente 9999
04/03/2026,22:00,2,no_show,comida,walkin,Cliente 10000
22/11/2025,20:00,1,completada,cena,web,Cliente 10001
04/05/2026,15:45,2,completada,cena,app,Cliente 10002
09/07/2025,14:00,7,confirmada,comida,app,Cliente 10003
11/04/2026,14:00,8,cancelada,comida,web,Cliente 10004
17/06/2026,15:15,8,cancelada,cena,web,Cliente 10005
10/02/2025,21:15,2,confirmada,comida,web,Cliente 10006
