fecha,temp_media,temp_max,temp_min,lluvia_mm,viento_kmh
2027-10-23,8.6,17.8,1.5,0.9,24.8
2027-10-24,4.7,13.3,3.5,0.7,34.5
2027-10-25,15.0,16.3,-0.2,0.2,33.1
2027-10-26,7.6,13.9,1.4,1.1,24.4
2027-10-27,8.2,11.0,3.3,1.7,26.8
2027-10-28,10.7,11.1,-1.1,0.4,39.3
2027-10-29,6.9,16.5,7.9,0.4,27.2
2027-10-30,2.1,13.4,5.6,0.9,39.9
2027-10-31,8.4,13.3,-0.1,0.8,34.0
2027-11-01,6.1,12.2,7.6,0.7,27.7
2027-11-02,9.2,17.4,2.5,3.1,14.5
2027-11-03,4.4,11.0,7.9,0.0,29.4
2027-11-04,9.0,13.8,-1.1,0.2,13.0
2027-11-05,5.3,18.7,3.9,0.9,23.6
2027-11-06,6.0,16.6,4.2,1.2,12.9
2027-11-07,8.4,11.8,2.3,0.2,31.0
2027-11-08,8.8,19.6,2.9,0.2,15.1
2027-11-09,9.3,13.3,3.8,1.6,9.8
2027-11-10,10.3,11.4,-0.0,1.5,12.0
2027-11-11,14.3,15.5,2.8,0.3,14.4
2027-11-12,8.6,17.3,7.2,0.4,23.8
2027-11-13,7.4,16.4,0.2,0.6,24.1
2027-11-14,3.1,18.7,-1.7,1.2,10.8
2027-11-15,11.5,18.2,4.1,0.5,15.5
2027-11-16,13.7,17.2,4.8,0.3,13.9
2027-11-17,11.2,11.5,2.4,7.7,24.3
2027-11-18,13.8,10.1,0.7,2.5,23.4
2027-11-19,7.4,10.0,-0.8,2.9,32.5
2027-11-20,7.2,14.3,0.0,0.3,37.6
2027-11-21,6.9,12.7,3.9,1.3,31.2
2027-11-22,7.6,10.5,0.3,2.6,39.1
2027-11-23,14.3,10.3,6.0,1.6,36.5
2027-11-24,2.1,13.0,5.5,0.3,13.4
2027-11-25,8.6,17.6,7.8,0.3,7.1
2027-11-26,4.6,13.5,7.5,1.0,18.4
2027-11-27,6.0,14.2,-0.2,0.4,24.6
2027-11-28,11.4,18.9,2.7,1.3,31.9
2027-11-29,5.3,15.6,1.4,1.0,30.6
2027-11-30,9.8,12.1,7.6,1.9,22.1
2027-12-01,4.5,20.0,-0.1,5.3,23.8
2027-12-02,6.9,17.4,-0.3,0.3,18.8
2027-12-03,4.1,11.0,0.0,2.5,24.6
2027-12-04,8.6,19.6,7.2,1.4,24.8
2027-12-05,11.4,19.5,-1.6,0.4,24.7
2027-12-06,13.8,11.1,3.8,5.4,8.9
2027-12-07,9.5,14.8,5.8,0.2,17.9
2027-12-08,11.7,18.8,5.7,3.8,7.4
2027-12-09,5.3,14.4,4.3,0.4,38.6
2027-12-10,5.7,13.8,6.0,2.0,26.8
2027-12-11,2.6,17.9,3.5,0.9,21.9
2027-12-12,8.9,18.8,0.7,1.3,23.5
2027-12-13,3.4,10.3,-0.4,2.8,9.8
2027-12-14,6.3,15.6,7.1,0.6,21.6
2027-12-15,13.7,11.9,6.8,1.1,29.9
2027-12-16,8.1,18.6,-0.6,1.5,11.1
2027-12-17,9.4,18.1,3.0,1.7,16.3
2027-12-18,4.7,18.8,2.8,1.1,28.6
2027-12-19,10.2,19.8,3.3,1.8,38.8
2027-12-20,9.1,18.8,3.1,0.6,14.2
2027-12-21,2.4,12.5,5.2,2.0,12.7
2027-12-22,13.0,19.8,-0.4,4.9,13.4
2027-12-23,12.0,12.9,-1.6,2.7,24.9
2027-12-24,7.4,15.8,-0.9,0.2,33.5
2027-12-25,7.9,12.7,2.0,2.8,5.4
2027-12-26,3.1,19.7,1.3,0.6,30.1
2027-12-27,5.5,18.6,3.0,1.8,37.5
2027-12-28,12.9,13.8,5.9,4.0,34.6
2027-12-29,14.2,11.9,-0.1,0.2,11.3
2027-12-30,2.7,17.4,-1.8,2.1,28.3
2027-12-31,10.3,10.1,7.6,0.7,26.0
2028-01-01,10.6,10.7,5.4,0.7,18.9
2028-01-02,4.2,17.2,-1.8,0.4,28.1
2028-01-03,5.9,11.6,-1.2,1.0,31.0
2028-01-04,5.8,16.2,4.4,0.8,20.5
2028-01-05,12.8,15.0,-1.6,1.4,21.7
2028-01-06,14.2,19.0,-1.7,0.1,12.0
2028-01-07,13.2,11.4,-1.1,1.8,15.2
2028-01-08,5.1,18.4,3.6,0.9,36.7
2028-01-09,4.8,12.2,0.4,0.0,21.3
2028-01-10,8.6,14.4,4.6,0.8,27.3
2028-01-11,4.2,11.4,4.7,1.7,8.3
2028-01-12,12.6,16.4,2.4,1.7,18.1
2028-01-13,11.6,19.4,5.4,0.4,11.4
2028-01-14,7.1,14.0,5.5,3.4,29.2
2028-01-15,7.9,19.8,3.5,0.7,39.8
2028-01-16,4.7,13.2,7.0,0.1,10.4
2028-01-17,9.3,15.8,1.7,1.4,8.8
2028-01-18,6.2,15.7,2.6,6.4,27.6
2028-01-19,7.5,17.3,4.7,0.1,29.0
2028-01-20,7.1,14.8,0.5,8.9,20.2
2028-01-21,10.4,14.8,6.5,0.7,16.0
2028-01-22,4.7,16.6,2.8,0.5,21.2
2028-01-23,4.2,19.1,2.4,0.2,29.5
2028-01-24,8.9,20.0,-1.1,1.0,12.0
2028-01-25,11.7,18.9,0.2,0.5,17.2
2028-01-26,9.7,18.8,6.5,1.7,31.0
2028-01-27,14.5,19.4,-0.1,5.7,18.8
2028-01-28,10.9,15.3,2.9,0.3,34.8
2028-01-29,3.8,15.2,3.5,0.3,37.6
2028-01-30,6.8,14.7,3.5,3.8,22.6
2028-01-31,5.0,19.5,7.7,1.0,27.7
2028-02-01,10.9,14.6,1.2,3.2,38.1
2028-02-02,10.7,12.6,2.8,1.1,23.8
2028-02-03,14.4,15.7,1.2,0.1,33.5
2028-02-04,9.9,19.5,7.1,1.6,18.9
2028-02-05,12.4,16.0,3.9,1.9,7.9
2028-02-06,7.3,14.0,1.9,0.1,20.3
2028-02-07,3.0,11.5,-1.5,1.7,16.1
2028-02-08,12.8,19.9,-0.7,0.7,33.8
2028-02-09,4.9,19.3,7.3,3.4,21.0
2028-02-10,7.5,18.6,5.4,2.5,26.1
2028-02-11,4.2,17.5,1.2,0.5,21.1
2028-02-12,7.8,14.8,0.1,4.8,24.9
2028-02-13,4.6,17.5,-1.2,1.1,22.5
2028-02-14,14.8,14.8,3.6,1.0,29.7
2028-02-15,11.8,15.2,7.1,1.3,33.6
2028-02-16,7.9,11.6,1.2,0.5,22.6
2028-02-17,12.4,11.3,7.7,1.8,12.2
2028-02-18,9.4,12.4,1.4,0.7,34.5
2028-02-19,12.4,17.5,-1.3,0.2,39.2
2028-02-20,10.7,18.2,1.2,1.8,22.4
2028-02-21,13.2,10.2,8.0,0.1,6.2
2028-02-22,9.4,17.7,1.4,4.1,29.9
2028-02-23,13.8,10.9,5.9,1.4,25.2
2028-02-24,2.6,18.7,4.2,0.3,6.6
2028-02-25,8.3,19.0,-0.5,0.3,8.0
2028-02-26,14.1,12.6,5.7,1.6,34.7
2028-02-27,13.9,10.8,7.0,0.2,26.5
2028-02-28,9.9,10.8,2.5,8.5,12.1
2028-02-29,10.6,14.5,2.8,1.2,37.2
2028-03-01,8.0,15.9,2.0,0.9,20.1
2028-03-02,8.9,12.8,3.4,1.2,17.3
2028-03-03,8.7,12.7,1.9,1.3,23.1
2028-03-04,11.1,20.0,4.1,0.1,10.5
2028-03-05,9.8,13.6,3.4,1.6,20.7
2028-03-06,3.0,15.9,-2.0,0.1,18.8
2028-03-07,5.7,17.2,2.5,1.2,26.0
2028-03-08,9.6,16.5,2.8,4.5,35.7
2028-03-09,7.1,16.2,0.7,1.7,33.5
2028-03-10,9.2,15.5,-1.5,3.1,34.5
2028-03-11,4.4,14.2,-1.3,0.1,12.2
2028-03-12,6.6,19.3,0.6,0.7,22.2
2028-03-13,12.2,20.0,5.0,0.0,29.3
2028-03-14,7.1,14.6,2.0,0.6,21.2
2028-03-15,12.9,11.9,3.8,0.4,27.4
2028-03-16,10.7,11.7,5.4,0.0,31.2
2028-03-17,12.0,13.4,2.2,0.2,23.0
2028-03-18,8.8,17.7,7.1,1.9,18.8
2028-03-19,10.5,11.2,-0.6,0.2,8.9
2028-03-20,12.9,12.3,2.8,1.9,18.4
2028-03-21,10.4,15.1,4.4,1.1,8.1
2028-03-22,5.8,13.0,5.8,2.6,36.5
2028-03-23,6.9,17.4,7.1,0.0,13.6
2028-03-24,4.4,14.0,-0.7,1.8,20.8
2028-03-25,3.4,13.4,4.8,2.0,12.7
2028-03-26,8.0,19.2,2.6,0.0,5.9
2028-03-27,8.4,13.0,1.9,0.1,21.4
2028-03-28,11.2,19.2,2.1,0.1,14.4
2028-03-29,13.6,19.0,2.4,0.4,29.0
2028-03-30,6.7,16.8,2.6,0.1,21.4
2028-03-31,14.4,14.4,0.4,2.2,6.9
2028-04-01,4.3,10.5,1.2,0.5,26.0
2028-04-02,3.0,14.3,6.7,0.5,39.6
2028-04-03,9.5,18.5,4.6,3.8,23.4
2028-04-04,2.4,19.9,1.6,0.6,11.3
2028-04-05,11.7,11.1,5.6,0.4,9.0
2028-04-06,2.5,18.7,-0.8,0.1,10.4
2028-04-07,9.9,12.3,0.9,2.6,20.2
2028-04-08,9.2,18.6,7.1,3.5,6.7
2028-04-09,4.0,20.0,6.9,1.1,22.0
2028-04-10,8.6,11.4,6.6,4.7,31.8
2028-04-11,2.9,17.3,8.0,1.0,6.5
2028-04-12,3.2,18.6,3.8,1.6,20.3
2028-04-13,13.0,17.9,8.0,1.8,20.2
2028-04-14,14.9,14.6,5.2,0.4,36.3
2028-04-15,13.0,19.6,3.7,1.7,5.8
2028-04-16,5.1,10.7,6.3,0.6,7.5
2028-04-17,4.0,15.7,4.8,1.3,20.3
2028-04-18,5.9,13.5,5.4,1.8,35.5
2028-04-19,8.5,14.2,5.8,0.4,36.7
2028-04-20,12.7,14.4,-0.9,0.2,38.5
2028-04-21,11.8,17.3,-1.8,3.1,35.5
2028-04-22,6.5,11.8,4.2,3.0,34.6
2028-04-23,12.9,10.9,1.6,1.0,10.9
2028-04-24,12.1,18.6,-1.5,0.1,37.1
2028-04-25,10.6,16.3,7.6,2.0,25.9
2028-04-26,7.8,19.4,6.1,2.4,24.7
2028-04-27,3.1,14.9,5.6,2.6,35.7
2028-04-28,6.0,14.8,6.0,3.5,39.2
2028-04-29,9.2,15.3,3.2,3.5,11.4
2028-04-30,5.9,14.9,1.1,0.9,35.2
2028-05-01,9.7,19.7,-0.2,0.4,25.6
2028-05-02,7.4,18.8,6.8,2.0,22.8
2028-05-03,7.0,17.0,4.8,1.1,39.5
2028-05-04,11.4,13.8,3.9,1.5,20.3
2028-05-05,4.2,18.6,0.2,0.2,9.2
2028-05-06,11.9,12.1,-0.5,1.2,37.6
2028-05-07,9.2,17.9,1.4,0.5,8.2
2028-05-08,3.6,13.6,0.6,5.6,35.3
2028-05-09,10.7,15.4,4.7,0.8,15.1
2028-05-10,11.5,17.6,3.0,3.6,28.5
2028-05-11,13.7,10.9,1.2,0.1,27.5
2028-05-12,9.8,17.8,5.4,0.3,12.9
2028-05-13,9.5,11.5,-1.4,2.0,6.1
2028-05-14,6.8,15.2,6.6,5.5,37.2
2028-05-15,10.0,16.9,-1.6,1.1,37.5
2028-05-16,5.1,15.6,3.8,0.0,5.5
2028-05-17,10.1,19.6,6.2,0.8,22.2
2028-05-18,4.2,11.6,5.8,0.3,15.9
2028-05-19,14.5,15.4,-1.2,0.2,5.4
2028-05-20,2.6,18.6,7.0,1.2,25.5
2028-05-21,14.1,11.9,0.9,1.8,20.6
2028-05-22,2.5,18.5,3.7,1.5,5.3
2028-05-23,8.1,12.2,8.0,0.2,5.6
2028-05-24,9.2,15.5,3.3,1.4,12.9
2028-05-25,13.9,12.8,-0.0,0.3,17.1
2028-05-26,5.6,12.4,6.1,3.1,24.4
2028-05-27,13.9,15.4,1.8,2.4,30.5
2028-05-28,8.4,11.8,1.2,0.2,20.0
2028-05-29,6.8,14.2,3.2,0.9,39.3
2028-05-30,11.8,11.3,-1.9,1.0,28.4
2028-05-31,11.3,18.7,3.7,0.4,6.6
2028-06-01,14.7,18.8,-1.3,0.1,39.0
2028-06-02,10.9,16.7,6.3,0.7,16.9
2028-06-03,7.9,10.2,-1.9,2.1,10.0
2028-06-04,13.8,15.9,7.1,0.0,33.3
2028-06-05,8.6,12.5,-0.8,1.4,39.8
2028-06-06,9.3,17.8,7.4,0.2,20.7
2028-06-07,11.2,15.5,4.4,5.6,5.3
2028-06-08,10.8,13.1,7.0,1.1,33.8
2028-06-09,13.1,19.1,3.9,0.2,19.7
2028-06-10,13.7,10.0,3.3,0.3,39.5
2028-06-11,7.0,10.0,4.8,0.7,29.4
2028-06-12,9.6,17.1,-0.3,8.8,25.0
2028-06-13,11.6,15.4,-0.1,0.1,14.2
2028-06-14,8.0,14.8,1.1,5.9,13.1
2028-06-15,6.3,14.9,-1.6,0.8,37.3
2028-06-16,5.6,11.7,3.3,4.0,38.7
2028-06-17,12.5,14.0,4.5,1.3,6.9
2028-06-18,11.5,17.9,0.8,1.8,7.6
2028-06-19,14.8,18.9,6.0,0.1,30.3
2028-06-20,6.8,19.4,6.3,0.7,39.9
2028-06-21,11.9,10.4,6.8,0.7,26.7
2028-06-22,9.7,14.5,4.1,0.1,15.0
2028-06-23,5.6,18.5,7.7,2.1,20.7
2028-06-24,2.2,12.1,3.5,0.3,32.7
2028-06-25,12.4,10.6,4.6,0.7,37.0
2028-06-26,8.8,16.1,3.5,1.3,18.9
2028-06-27,5.2,18.5,1.6,4.3,23.0
2028-06-28,9.1,16.6,0.5,1.1,32.9
2028-06-29,11.9,17.8,0.8,1.8,26.8
2028-06-30,12.3,17.4,1.9,3.0,31.7
2028-07-01,13.2,17.6,1.8,0.1,32.3
2028-07-02,10.5,11.5,2.9,0.8,40.0
2028-07-03,5.6,18.3,-0.9,4.7,15.7
2028-07-04,4.3,11.7,-0.5,1.2,15.0
2028-07-05,7.6,15.1,1.9,1.2,30.5
2028-07-06,5.5,13.6,4.5,3.8,11.1
2028-07-07,4.4,18.0,3.2,1.3,27.5
2028-07-08,12.3,14.2,6.9,0.5,5.7
2028-07-09,5.5,17.9,7.7,1.5,38.9
2028-07-10,11.4,19.8,2.9,3.6,22.9
2028-07-11,7.9,10.7,5.5,0.1,12.3
2028-07-12,3.4,10.2,3.2,1.1,35.8
2028-07-13,7.4,19.9,4.5,0.7,21.0
2028-07-14,4.2,11.6,0.5,0.5,8.7
2028-07-15,6.3,15.5,1.3,0.3,32.5
2028-07-16,9.1,12.1,-1.9,1.1,9.5
2028-07-17,5.6,10.9,5.1,0.8,6.7
2028-07-18,4.3,16.6,-1.8,2.8,6.4
2028-07-19,2.3,16.9,1.9,1.4,10.6
2028-07-20,6.5,10.7,6.8,0.6,14.9
2028-07-21,5.9,18.1,0.4,2.3,14.1
2028-07-22,6.9,19.6,-0.5,2.0,8.0
2028-07-23,9.2,18.9,-0.9,1.1,33.1
2028-07-24,7.4,14.4,7.6,0.0,37.4
2028-07-25,8.8,18.7,6.1,3.6,6.1
2028-07-26,2.8,11.9,7.5,0.4,38.1
2028-07-27,4.8,19.0,1.3,0.3,7.1
2028-07-28,3.4,11.3,4.5,0.1,13.8
2028-07-29,7.6,14.8,5.3,1.0,22.3
2028-07-30,6.8,18.4,0.2,0.9,38.1
2028-07-31,11.9,17.3,5.4,3.4,9.7
2028-08-01,5.2,13.1,1.4,2.2,33.4
2028-08-02,10.0,18.0,7.1,0.1,37.6
2028-08-03,12.1,15.9,4.3,0.3,5.1
2028-08-04,9.0,13.9,5.9,0.2,15.8
2028-08-05,2.4,13.3,7.9,0.2,22.0
2028-08-06,6.1,18.6,-1.8,0.3,27.4
2028-08-07,7.8,17.8,6.6,2.0,27.9
2028-08-08,7.6,13.1,6.8,1.9,25.5
2028-08-09,2.3,11.9,3.9,3.4,19.9
2028-08-10,11.6,12.4,8.0,0.5,19.9
2028-08-11,9.8,11.1,-1.5,1.1,25.9
2028-08-12,10.2,16.8,-0.6,4.4,16.3
2028-08-13,6.5,19.0,6.7,1.2,17.2
2028-08-14,5.3,13.2,5.4,3.0,29.0
2028-08-15,3.6,17.8,5.0,0.9,31.1
2028-08-16,12.3,13.0,1.2,3.9,9.2
2028-08-17,4.7,10.3,3.3,3.8,36.0
2028-08-18,9.9,16.7,5.1,1.0,6.4
2028-08-19,12.0,13.1,2.7,0.0,36.5
2028-08-20,12.2,16.1,0.5,0.2,38.0
2028-08-21,8.6,10.2,0.1,1.9,39.1
2028-08-22,4.8,17.2,6.6,3.5,17.8
2028-08-23,12.4,13.1,0.8,4.2,16.4
2028-08-24,10.1,18.3,0.7,2.4,29.4
2028-08-25,6.3,11.8,7.7,2.1,25.5
2028-08-26,3.7,10.6,0.7,0.7,28.5
2028-08-27,8.9,19.5,3.4,0.6,39.7
2028-08-28,2.4,16.2,7.4,1.4,23.2
2028-08-29,3.7,14.9,7.9,1.1,24.2
2028-08-30,2.6,18.7,5.6,0.2,35.0
2028-08-31,4.2,15.7,-1.4,1.1,7.3
2028-09-01,3.6,19.6,6.4,2.2,39.6
2028-09-02,10.7,18.1,-0.9,2.4,27.1
2028-09-03,3.9,15.9,0.7,0.2,22.3
2028-09-04,7.1,18.4,1.5,1.1,19.1
2028-09-05,12.9,19.5,-1.0,1.3,27.7
2028-09-06,2.0,17.8,1.8,1.6,39.5
2028-09-07,7.6,14.3,0.5,1.2,17.8
2028-09-08,13.7,13.2,-0.0,0.7,6.1
2028-09-09,11.3,18.2,-0.9,1.7,19.3
2028-09-10,4.6,17.8,6.9,0.2,11.5
2028-09-11,6.1,19.4,6.8,2.2,5.2
2028-09-12,14.0,11.9,4.7,0.9,5.7
2028-09-13,7.3,19.8,5.9,0.3,38.8
2028-09-14,2.1,15.3,0.7,2.1,26.5
2028-09-15,2.6,19.8,6.7,0.8,7.3
2028-09-16,2.8,19.9,7.1,1.3,7.9
2028-09-17,7.9,17.9,1.3,2.0,9.4
2028-09-18,14.4,14.5,0.2,0.3,22.6
2028-09-19,8.6,12.9,-1.5,0.4,20.1
2028-09-20,2.6,10.0,1.8,2.4,11.0
2028-09-21,3.4,18.0,3.1,0.6,7.4
2028-09-22,10.0,11.9,6.7,0.5,11.1
2028-09-23,10.8,16.3,0.9,6.7,6.3
2028-09-24,10.3,16.9,7.9,0.3,33.0
2028-09-25,4.1,18.8,1.1,0.8,8.4
2028-09-26,8.2,18.4,1.2,1.0,34.5
2028-09-27,2.8,12.1,3.2,0.3,8.5
2028-09-28,8.8,11.6,6.5,0.0,39.7
2028-09-29,6.2,14.4,7.3,4.0,15.3
2028-09-30,4.4,11.6,3.7,1.1,10.6
2028-10-01,13.7,12.3,1.9,3.5,25.6
2028-10-02,5.5,17.3,2.8,0.7,24.0
2028-10-03,12.2,16.9,1.0,3.0,7.9
2028-10-04,2.3,13.7,5.9,2.0,12.6
2028-10-05,12.9,12.2,4.6,0.9,28.9
2028-10-06,6.7,19.2,-2.0,2.2,27.2
2028-10-07,9.1,17.1,4.6,0.9,22.9
2028-10-08,14.7,10.4,-0.9,1.4,28.3
2028-10-09,11.3,14.7,7.5,2.9,5.5
2028-10-10,13.7,14.2,0.4,0.4,21.3
2028-10-11,13.7,13.7,1.9,4.0,33.9
2028-10-12,8.3,18.4,4.8,1.1,26.9
2028-10-13,6.1,10.6,-0.8,0.9,15.7
2028-10-14,14.7,14.5,7.5,2.5,11.6
2028-10-15,7.2,13.4,3.1,0.3,24.7
2028-10-16,5.2,16.9,1.4,0.2,6.0
2028-10-17,9.9,15.7,7.0,3.6,36.3
2028-10-18,11.3,19.0,-0.2,0.3,11.9
2028-10-19,14.3,17.9,0.9,0.0,12.6
2028-10-20,11.9,12.6,1.8,0.3,28.0
2028-10-21,5.0,14.1,0.5,1.1,21.5
2028-10-22,14.8,15.2,-1.4,2.8,29.3
2028-10-23,2.9,16.0,4.9,0.1,11.2
2028-10-24,9.4,12.8,7.3,2.4,14.1
2028-10-25,15.0,19.8,4.4,0.2,14.5
2028-10-26,3.4,12.5,2.4,2.7,24.3
2028-10-27,11.5,17.1,3.8,3.3,36.1
2028-10-28,5.6,19.1,0.3,0.8,34.6
2028-10-29,8.4,18.7,2.4,1.3,25.4
2028-10-30,14.2,13.7,4.4,1.3,19.2
2028-10-31,7.8,19.0,-1.7,0.8,17.7
2028-11-01,8.8,14.5,2.6,3.1,15.8
2028-11-02,14.1,11.6,4.6,3.7,36.5
2028-11-03,4.3,16.5,4.3,7.1,20.2
2028-11-04,3.1,15.2,0.5,3.1,16.0
2028-11-05,5.3,12.8,6.7,0.2,16.8
2028-11-06,6.0,18.2,-1.4,2.9,12.9
2028-11-07,8.9,19.4,6.8,0.3,22.2
2028-11-08,13.1,11.7,2.2,0.6,9.8
2028-11-09,6.9,16.0,0.5,2.1,13.9
2028-11-10,2.0,12.5,5.1,1.0,12.6
2028-11-11,14.2,12.9,1.5,3.8,5.3
2028-11-12,8.7,11.1,-1.5,5.4,37.0
2028-11-13,3.7,11.8,6.8,0.2,17.4
2028-11-14,12.5,16.0,2.5,4.0,16.0
2028-11-15,10.4,11.0,4.8,4.0,12.3
2028-11-16,12.0,15.5,6.6,0.1,20.9
2028-11-17,9.7,15.6,2.3,3.2,23.3
2028-11-18,9.9,19.2,5.6,1.9,28.7
2028-11-19,9.0,19.6,-1.5,0.8,25.3
2028-11-20,9.0,13.8,-1.2,0.8,24.7
2028-11-21,10.8,20.0,0.6,0.3,22.3
2028-11-22,8.2,11.4,-1.5,0.7,32.6
2028-11-23,5.1,12.5,6.1,0.8,24.6
2028-11-24,2.2,18.5,-1.6,0.4,11.0
2028-11-25,4.8,18.9,7.6,1.8,8.8
2028-11-26,12.4,19.9,6.4,2.7,18.4
2028-11-27,7.8,15.9,6.3,0.1,37.4
2028-11-28,6.2,11.4,7.6,0.1,20.4
2028-11-29,2.1,11.4,-0.6,1.0,33.2
2028-11-30,4.5,14.8,4.0,0.6,14.0
2028-12-01,10.0,10.9,7.6,8.2,23.8
2028-12-02,11.3,15.5,3.2,2.4,10.0
2028-12-03,8.1,15.7,-0.3,0.2,25.9
2028-12-04,5.8,15.7,0.4,1.0,31.5
2028-12-05,6.8,19.6,3.8,2.1,14.0
2028-12-06,9.9,14.0,-0.7,0.3,31.8
2028-12-07,14.7,15.9,1.7,2.6,27.6
2028-12-08,7.2,10.8,0.1,0.1,12.7
2028-12-09,13.2,14.2,1.9,0.3,23.3
2028-12-10,4.1,17.5,6.6,0.7,26.3
2028-12-11,14.3,19.8,2.8,0.7,24.8
2028-12-12,14.9,19.0,6.7,1.5,35.6
2028-12-13,10.0,16.1,4.8,0.1,15.8
2028-12-14,6.6,11.0,0.3,1.8,12.7
2028-12-15,11.3,17.5,5.4,4.1,26.7
2028-12-16,10.9,18.7,-1.3,0.5,10.9
2028-12-17,10.9,10.6,4.7,0.2,30.3
2028-12-18,10.8,14.1,3.8,0.7,37.1
2028-12-19,3.2,12.9,4.7,0.5,20.4
2028-12-20,4.6,13.8,-1.7,1.2,26.2
2028-12-21,3.8,16.3,2.5,5.3,7.6
2028-12-22,8.4,18.4,3.3,0.1,38.2
2028-12-23,8.8,14.6,0.4,0.2,6.7
2028-12-24,12.9,12.8,-0.5,2.5,33.7
2028-12-25,10.9,14.1,6.6,1.3,15.7
2028-12-26,12.8,18.5,5.7,2.1,13.6
2028-12-27,14.0,17.2,6.6,1.8,15.4
2028-12-28,4.9,14.3,0.2,0.7,5.7
2028-12-29,13.7,17.6,6.1,2.1,11.0
2028-12-30,3.9,17.1,6.2,0.5,30.7
2028-12-31,7.5,16.5,3.3,0.5,38.1
2029-01-01,11.5,14.3,-0.7,3.7,39.5
2029-01-02,6.0,12.3,3.8,2.7,27.8
2029-01-03,5.4,11.5,7.3,0.5,12.2
2029-01-04,5.4,19.1,2.7,2.4,16.6
2029-01-05,3.0,18.7,2.0,2.3,29.7
2029-01-06,3.9,13.6,3.9,2.5,19.5
2029-01-07,14.8,13.3,-1.3,2.0,37.8
2029-01-08,13.0,10.1,3.5,1.2,36.3
2029-01-09,6.5,19.8,6.1,1.8,5.1
2029-01-10,4.4,20.0,0.2,2.4,27.1
2029-01-11,10.0,17.3,1.5,3.1,11.0
2029-01-12,14.5,15.3,2.9,0.4,25.2
2029-01-13,4.1,19.5,5.0,2.3,24.6
2029-01-14,5.9,15.7,6.7,0.3,7.8
2029-01-15,5.4,19.8,3.7,1.4,5.3
2029-01-16,6.6,12.5,7.2,0.4,5.2
2029-01-17,6.5,13.4,1.8,1.8,38.3
2029-01-18,4.7,13.6,2.9,0.6,32.8
2029-01-19,5.9,14.7,5.9,3.7,12.5
2029-01-20,14.7,12.3,1.9,2.2,11.8
2029-01-21,6.7,15.1,1.7,1.3,6.7
2029-01-22,10.6,10.8,6.1,4.6,8.6
2029-01-23,6.8,19.6,2.5,1.3,21.3
2029-01-24,8.3,16.7,7.7,0.7,20.1
2029-01-25,9.6,11.6,3.4,3.5,28.2
2029-01-26,8.0,15.2,-0.7,0.1,37.0
2029-01-27,7.4,18.6,-1.5,0.5,39.0
2029-01-28,4.6,14.1,-1.2,0.0,10.1
2029-01-29,3.2,18.5,5.9,3.1,11.8
2029-01-30,5.5,16.2,3.0,3.2,36.6
2029-01-31,13.3,15.7,5.8,0.6,27.7
2029-02-01,11.5,12.1,7.5,3.0,18.1
2029-02-02,10.3,19.6,4.6,0.3,38.5
2029-02-03,4.5,19.4,-0.5,0.9,35.6
2029-02-04,14.6,15.1,2.5,0.9,14.1
2029-02-05,11.3,12.7,1.5,2.5,34.7
2029-02-06,8.6,11.0,-1.8,0.3,14.2
2029-02-07,2.6,14.0,4.1,0.2,9.3
2029-02-08,2.1,12.7,0.9,3.8,16.9
